"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-01",,,"42",",,7","27",",,7","34",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-02",,,"45",",,7","27",",,7","33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-03",,,"37",",,7","33",",,7","36",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-04",,,"41",",,7","36",",,7","39",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-05",,,"50",",,7","25",",,7","25",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-06",,,"31",",,7","24",",,7","26",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-07",,,"32",",,7","21",",,7","22",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-08",,,"22",",,7","16",",,7","17",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-09",,,"24",",,7","6",",,7","7",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-10",,,"21",",,7","6",",,7","10",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-11",,,"42",",,7","10",",,7","39",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-12",,,"49",",,7","37",",,7","48",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-13",,,"60",",,7","47",",,7","48",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-14",,,"48",",,7","25",",,7","25",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-15",,,"31",",,7","24",",,7","27",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-16",,,"36",",,7","18",",,7","19",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-17",,,"42",",,7","19",",,7","35",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-18",,,"38",",,7","35",",,7","38",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-19",,,"41",",,7","32",",,7","32",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-20",,,"46",",,7","32",",,7","35",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-21",,,"43",",,7","35",",,7","40",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-22",,,"51",",,7","38",",,7","41",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-23",,,"48",",,7","41",",,7","41",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-24",,,"41",",,7","33",",,7","34",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-25",,,"39",",,7","34",",,7","36",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-26",,,"46",",,7","36",",,7","39",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-27",,,"53",",,7","38",",,7","38",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-28",,,"43",",,7","33",",,7","33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-29",,,"37",",,7","30",",,7","31",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-30",,,"41",",,7","27",",,7","27",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-01-31",,,"35",",,7","21",",,7","21",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-01",,,"32",",,7","21",",,7","32",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-02",,,"45",",,7","27",",,7","27",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-03",,,"42",",,7","23",",,7","23",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-04",,,"32",",,7","19",",,7","19",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-05",,,"33",",,7","19",",,7","26",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-06",,,"41",",,7","26",",,7","36",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-07",,,"46",",,7","29",",,7","33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-08",,,"37",",,7","33",",,7","35",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-09",,,"60",",,7","28",",,7","28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-10",,,"28",",,7","17",",,7","20",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-11",,,"31",",,7","19",",,7","27",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-12",,,"48",",,7","27",",,7","30",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-13",,,"37",",,7","28",",,7","32",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-14",,,"36",",,7","26",",,7","27",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-15",,,"38",",,7","24",",,7","24",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-16",,,"46",",,7","24",",,7","29",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-17",,,"34",",,7","25",",,7","25",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-18",,,"40",",,7","25",",,7","26",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-19",,,"60",",,7","26",",,7","37",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-20",,,"61",",,7","37",",,7","40",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-21",,,"52",",,7","25",",,7","27",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-22",,,"48",",,7","27",",,7","37",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-23",,,"57",",,7","35",",,7","36",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-24",,,"65",",,7","35",",,7","47",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-25",,,"73",",,7","45",",,7","57",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-26",,,"70",",,7","35",",,7","35",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-27",,,"41",",,7","24",",,7","24",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-02-28",,,"50",",,7","24",",,7","38",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-01",,,"63",",,7","38",",,7","50",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-02",,,"64",",,7","45",",,7","45",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-03",,,"45",",,7","27",",,7","28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-04",,,"39",",,7","19",",,7","20",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-05",,,"29",",,7","11",",,7","14",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-06",,,"35",",,7","14",",,7","20",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-07",,,"46",",,7","20",",,7","36",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-08",,,"52",",,7","36",",,7","46",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-09",,,"58",",,7","45",",,7","49",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-10",,,"59",",,7","32",",,7","32",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-11",,,"36",",,7","16",",,7","16",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-12",,,"29",",,7","16",",,7","17",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-13",,,"28",",,7","15",",,7","15",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-15",,,"32",",,7","18",",,7","18",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-16",,,"25",",,7","18",",,7","23",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-17",,,"38",",,7","23",",,7","27",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-18",,,"46",",,7","23",",,7","26",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-19",,,"35",",,7","26",",,7","32",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-20",,,"48",",,7","25",",,7","26",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-21",,,"52",",,7","25",",,7","39",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-22",,,"57",",,7","36",",,7","36",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-23",,,"36",",,7","21",",,7","21",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-24",,,"41",",,7","21",",,7","28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-25",,,"50",",,7","28",",,7","43",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-26",,,"59",",,7","37",",,7","37",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-27",,,"41",",,7","37",",,7","37",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-28",,,"53",",,7","37",",,7","44",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-29",,,"48",",,7","43",",,7","44",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-30",,,"56",",,7","31",",,7","31",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-03-31",,,"53",",,7","30",",,7","37",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-01",,,"40",",,7","36",",,7","36",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-02",,,"48",",,7","35",",,7","39",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-03",,,"61",",,7","36",",,7","37",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-04",,,"66",",,7","35",",,7","49",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-05",,,"51",",,7","46",",,7","47",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-06",,,"65",",,7","41",",,7","42",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-07",,,"49",",,7","39",",,7","44",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-08",,,"48",",,7","38",",,7","40",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-09",,,"55",",,7","30",",,7","30",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-10",,,"67",",,7","30",",,7","42",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-11",,,"77",",,7","41",",,7","53",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-12",,,"85",",,7","53",",,7","56",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-13",,,"74",",,7","46",",,7","46",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-14",,,"62",",,7","40",",,7","48",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-15",,,"66",",,7","38",",,7","50",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-16",,,"66",",,7","50",",,7","63",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-17",,,"80",",,7","61",",,7","65",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-18",,,"71",",,7","47",",,7","47",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-19",,,"68",",,7","43",",,7","43",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-20",,,"54",",,7","43",",,7","48",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-21",,,"66",",,7","48",",,7","48",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-22",,,"55",",,7","48",",,7","49",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-23",,,"56",",,7","42",",,7","42",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-24",,,"66",",,7","40",",,7","40",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-25",,,"62",",,7","40",",,7","49",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-26",,,"56",",,7","49",",,7","53",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-27",,,"62",",,7","53",",,7","57",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-28",,,"71",",,7","57",",,7","58",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-29",,,"82",",,7","57",",,7","61",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-04-30",,,"82",",,7","55",",,7","56",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-01",,,"64",",,7","47",",,7","48",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-02",,,"76",",,7","47",",,7","64",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-03",,,"71",",,7","56",",,7","56",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-04",,,"63",",,7","37",",,7","38",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-05",,,"62",",,7","38",",,7","49",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-06",,,"60",",,7","48",",,7","60",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-07",,,"65",",,7","48",",,7","51",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-08",,,"55",",,7","32",",,7","43",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-09",,,"57",",,7","39",",,7","40",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-10",,,"60",",,7","40",",,7","45",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-11",,,"64",",,7","38",",,7","39",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-12",,,"61",",,7","39",",,7","41",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-13",,,"63",",,7","41",",,7","48",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-14",,,"50",",,7","44",",,7","47",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-15",,,"66",",,7","47",",,7","54",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-16",,,"67",",,7","51",",,7","54",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-17",,,"79",",,7","51",",,7","54",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-18",,,"88",",,7","54",",,7","66",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-19",,,"90",",,7","66",",,7","70",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-20",,,"90",",,7","54",",,7","55",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-21",,,"66",",,7","45",",,7","47",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-22",,,"68",",,7","47",",,7","53",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-23",,,"60",",,7","53",",,7","57",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-24",,,"69",",,7","55",",,7","56",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-25",,,"72",",,7","54",",,7","55",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-26",,,"58",",,7","54",",,7","55",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-27",,,"74",",,7","52",",,7","58",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-28",,,"72",",,7","54",",,7","62",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-29",,,"74",",,7","55",",,7","55",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-30",,,"58",",,7","54",",,7","54",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-05-31",,,"59",",,7","54",",,7","58",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-06-01",,,"75",",,7","54",",,7","55",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-06-02",,,"78",",,7","49",",,7","50",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-06-03",,,"77",",,7","50",",,7","52",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-06-04",,,"73",",,7","49",",,7","53",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-06-05",,,"67",",,7","53",",,7","57",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-06-06",,,"72",",,7","54",",,7","54",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","40.89174","-74.39635","85.3","2017-06-07",,,"58",",,7","48",",,7","49",",,7,0700",,,,,,,,,,,,,,,,,,
